"Hugo_Symbol","Frame_Shift_Del","Frame_Shift_Ins","In_Frame_Del","In_Frame_Ins","Missense_Mutation","Nonsense_Mutation","Nonstop_Mutation","Splice_Site","Translation_Start_Site","total","MutatedSamples","AlteredSamples"
"COL17A1",0,0,0,0,3,0,0,0,0,3,3,3
"COL20A1",0,0,0,0,2,1,0,0,0,3,3,3
"COL25A1",0,0,0,0,2,0,0,1,0,3,3,3
"COL28A1",0,0,0,0,2,0,0,1,0,3,3,3
"COL6A5",1,0,0,0,2,0,0,0,0,3,3,3
"COL6A6",0,0,0,0,2,1,0,0,0,3,3,3
"COPS3",0,0,0,0,2,0,0,1,0,3,3,3
"CORIN",0,0,0,0,3,0,0,0,0,3,3,3
"CP",0,0,0,0,3,0,0,0,0,3,3,3
"CPA2",0,0,0,0,3,0,0,0,0,3,3,3
"CPA3",0,0,0,0,3,0,0,0,0,3,3,3
"CPAMD8",0,0,0,0,3,0,0,0,0,3,3,3
"CPB1",0,0,0,0,3,0,0,0,0,3,3,3
"CPD",0,0,0,0,3,0,0,0,0,3,3,3
"CPSF1",0,0,0,0,3,0,0,0,0,3,3,3
"CPXM1",0,0,0,0,3,0,0,0,0,3,3,3
"CRB2",0,0,0,0,3,0,0,0,0,3,3,3
"CREB3L2",0,0,0,0,3,0,0,0,0,3,3,3
"CREB3L3",0,0,0,0,3,0,0,0,0,3,3,3
"CROCC",0,0,0,0,2,0,0,1,0,3,3,3
"CRTC2",1,0,0,0,2,0,0,0,0,3,3,3
"CRX",0,0,0,0,3,0,0,0,0,3,3,3
"CRYZ",0,0,0,0,3,0,0,0,0,3,3,3
"CSF3R",0,0,0,0,3,0,0,0,0,3,3,3
"CSN2",0,0,0,0,3,0,0,0,0,3,3,3
"CT55",0,0,0,0,3,0,0,0,0,3,3,3
"CTAGE1",0,0,0,0,3,0,0,0,0,3,3,3
"CTDP1",0,0,0,0,3,0,0,0,0,3,3,3
"CTNNA3",0,0,0,0,3,0,0,0,0,3,3,3
"CTSF",1,0,0,0,2,0,0,0,0,3,3,3
"CUEDC1",0,0,0,0,3,0,0,0,0,3,3,3
"CWC27",0,0,0,0,3,0,0,0,0,3,3,3
"CWH43",1,0,0,0,2,0,0,0,0,3,3,3
"CXorf67",0,0,0,0,2,1,0,0,0,3,3,3
"CYLC2",0,0,0,0,3,0,0,0,0,3,3,3
"CYP26C1",0,0,0,0,3,0,0,0,0,3,3,3
"CYP2A13",0,0,0,0,3,0,0,0,0,3,3,3
"CYP4V2",0,0,0,0,3,0,0,0,0,3,3,3
"CYTIP",0,0,0,0,3,0,0,0,0,3,3,3
"CYYR1",0,0,0,0,3,0,0,0,0,3,3,3
"DAB1",0,0,0,0,2,0,0,1,0,3,3,3
"DBH",0,0,0,0,3,0,0,0,0,3,3,3
"DCBLD2",1,0,0,0,2,0,0,0,0,3,3,3
"DCLRE1A",1,0,0,0,2,0,0,0,0,3,3,3
"DCUN1D1",0,0,0,0,3,0,0,0,0,3,3,3
"DDC",0,0,0,0,2,0,0,1,0,3,3,3
"DDX10",0,0,0,0,2,1,0,0,0,3,3,3
"DDX11",0,0,0,0,3,0,0,0,0,3,3,3
"DENND2A",0,0,0,0,2,0,0,1,0,3,3,3
"DENND2C",0,0,0,0,3,0,0,0,0,3,3,3
"DENND4B",0,0,0,0,3,0,0,0,0,3,3,3
"DENND5B",0,1,0,0,1,0,0,1,0,3,3,3
"DHX34",0,0,0,0,3,0,0,0,0,3,3,3
"DIP2B",0,0,0,0,3,0,0,0,0,3,3,3
"DKC1",0,0,0,0,3,0,0,0,0,3,3,3
"DLGAP3",0,0,0,0,3,0,0,0,0,3,3,3
"DLGAP4",0,0,0,0,3,0,0,0,0,3,3,3
"DMRT1",0,0,0,0,3,0,0,0,0,3,3,3
"DMRTB1",0,0,0,0,2,1,0,0,0,3,3,3
"DNAJA1",0,0,0,0,2,1,0,0,0,3,3,3
"DNAJC14",0,0,0,0,3,0,0,0,0,3,3,3
"DNAJC27",0,0,0,0,3,0,0,0,0,3,3,3
"DNMBP",0,0,0,0,2,1,0,0,0,3,3,3
"DNMT3A",0,1,0,0,2,0,0,0,0,3,3,3
"DOCK5",0,0,0,0,1,1,0,1,0,3,3,3
"DOK6",0,0,0,0,3,0,0,0,0,3,3,3
"DOPEY1",0,0,0,0,3,0,0,0,0,3,3,3
"DPP4",0,0,0,0,3,0,0,0,0,3,3,3
"DPY19L3",0,0,0,0,3,0,0,0,0,3,3,3
"DPYSL5",0,0,0,0,3,0,0,0,0,3,3,3
"DRC1",0,0,0,0,3,0,0,0,0,3,3,3
"DRD3",0,0,0,0,3,0,0,0,0,3,3,3
"DRG2",0,0,0,0,2,0,0,1,0,3,3,3
"DSC1",0,0,0,0,2,1,0,0,0,3,3,3
"DSEL",0,0,0,0,3,0,0,0,0,3,3,3
"DSG1",0,0,0,0,3,0,0,0,0,3,3,3
"DSG2",0,0,0,0,3,0,0,0,0,3,3,3
"DUPD1",0,0,0,0,3,0,0,0,0,3,3,3
"DUSP22",0,0,0,0,3,0,0,0,0,3,3,3
"DZIP1",0,0,0,0,2,1,0,0,0,3,3,3
"DZIP1L",0,0,0,0,3,0,0,0,0,3,3,3
"EBF3",0,0,0,0,3,0,0,0,0,3,3,3
"ECEL1",0,0,0,0,3,0,0,0,0,3,3,3
"EFCAB5",0,0,0,0,2,0,0,1,0,3,3,3
"EGF",0,0,0,0,3,0,0,0,0,3,3,3
"EGFLAM",0,0,0,0,3,0,0,0,0,3,3,3
"EIF4G1",0,0,0,0,1,1,0,1,0,3,3,3
"EIF6",0,0,0,0,2,1,0,0,0,3,3,3
"ELAVL2",0,0,0,0,2,1,0,0,0,3,3,3
"ELF1",0,0,0,0,3,0,0,0,0,3,3,3
"ELMO1",0,1,0,0,2,0,0,0,0,3,3,3
"ELN",0,0,0,0,3,0,0,0,0,3,3,3
"ELOVL2",0,0,0,0,3,0,0,0,0,3,3,3
"ELP4",0,0,0,0,3,0,0,0,0,3,3,3
"EML5",0,0,0,0,3,0,0,0,0,3,3,3
"EMR2",0,0,0,0,2,1,0,0,0,3,3,3
"EMX2",0,0,0,0,3,0,0,0,0,3,3,3
"ENPP1",0,0,0,0,3,0,0,0,0,3,3,3
"ENPP2",0,0,0,0,3,0,0,0,0,3,3,3
"EPC1",0,0,0,0,3,0,0,0,0,3,3,3
"EPC2",0,0,0,0,3,0,0,0,0,3,3,3
"EPCAM",0,0,0,0,2,0,0,1,0,3,3,3
"EPHA10",0,0,0,0,3,0,0,0,0,3,3,3
"EPHA7",0,0,0,0,3,0,0,0,0,3,3,3
"EPHB2",0,0,0,0,3,0,0,0,0,3,3,3
"EPHB4",0,0,0,0,2,1,0,0,0,3,3,3
"EPN1",0,0,0,0,2,1,0,0,0,3,3,3
"ERC2",0,0,0,0,2,0,0,1,0,3,3,3
"ERCC4",0,0,0,0,3,0,0,0,0,3,3,3
"ESPL1",0,0,0,0,2,1,0,0,0,3,3,3
"ETNPPL",0,0,0,0,2,0,0,1,0,3,3,3
"EVI5",0,0,0,0,3,0,0,0,0,3,3,3
"EXOC3",0,0,0,0,2,1,0,0,0,3,3,3
"EXOC4",0,0,0,0,3,0,0,0,0,3,3,3
"EYA1",0,0,0,0,2,1,0,0,0,3,3,3
"EZH2",0,0,0,0,3,0,0,0,0,3,3,3
"F11",0,0,0,0,3,0,0,0,0,3,3,3
"FAF2",0,0,0,0,3,0,0,0,0,3,3,3
"FAM13C",0,0,0,0,3,0,0,0,0,3,3,3
"FAM154B",0,0,0,0,3,0,0,0,0,3,3,3
"FAM171A1",0,0,0,0,3,0,0,0,0,3,3,3
"FAM171B",0,0,0,0,3,0,0,0,0,3,3,3
"FAM179A",0,0,0,0,3,0,0,0,0,3,3,3
"FAM194A",0,0,0,0,3,0,0,0,0,3,3,3
"FAM196A",0,0,0,0,3,0,0,0,0,3,3,3
"FAM19A2",0,0,0,0,3,0,0,0,0,3,3,3
"FAM208B",0,0,0,0,3,0,0,0,0,3,3,3
"FAM53C",1,0,0,0,2,0,0,0,0,3,3,3
"FAM83B",0,0,0,0,3,0,0,0,0,3,3,3
"FANCB",1,0,0,0,2,0,0,0,0,3,3,3
"FANCM",1,0,0,0,2,0,0,0,0,3,3,3
"FAR2",0,0,0,0,2,1,0,0,0,3,3,3
"FASLG",0,0,0,0,3,0,0,0,0,3,3,3
"FASTKD2",0,0,0,0,3,0,0,0,0,3,3,3
"FBXO18",0,0,0,0,2,0,0,1,0,3,3,3
"FCHO2",0,0,0,0,3,0,0,0,0,3,3,3
"FCN1",0,0,0,0,3,0,0,0,0,3,3,3
"FCN2",0,0,0,0,3,0,0,0,0,3,3,3
"FCRL4",0,0,0,0,2,1,0,0,0,3,3,3
"FDXACB1",0,0,0,0,3,0,0,0,0,3,3,3
"FFAR3",0,0,0,0,3,0,0,0,0,3,3,3
"FGD1",0,0,0,0,2,0,0,1,0,3,3,3
"FGD4",0,0,0,0,3,0,0,0,0,3,3,3
"FGF10",0,0,0,0,3,0,0,0,0,3,3,3
"FGF6",0,0,0,0,3,0,0,0,0,3,3,3
"FHOD3",0,0,0,0,1,2,0,0,0,3,3,3
"FIGN",0,0,0,0,3,0,0,0,0,3,3,3
"FILIP1",0,0,0,0,2,1,0,0,0,3,3,3
"FLII",0,0,0,0,3,0,0,0,0,3,3,3
"FLNB",0,0,0,0,2,0,0,1,0,3,3,3
"FMNL1",0,0,0,0,3,0,0,0,0,3,3,3
"FMOD",0,0,0,0,2,1,0,0,0,3,3,3
"FNBP1",0,0,0,0,2,1,0,0,0,3,3,3
"FOXB2",0,0,0,0,3,0,0,0,0,3,3,3
"FOXO4",0,0,0,0,3,0,0,0,0,3,3,3
"FOXP2",0,0,0,0,3,0,0,0,0,3,3,3
"FRMD6",1,0,0,0,2,0,0,0,0,3,3,3
"FRMPD3",0,0,0,0,2,1,0,0,0,3,3,3
"FSD1",0,0,0,0,3,0,0,0,0,3,3,3
"FTCD",0,0,0,0,3,0,0,0,0,3,3,3
"FYB",0,0,0,0,2,0,0,1,0,3,3,3
"G6PC2",0,0,0,0,2,1,0,0,0,3,3,3
"GABBR1",0,0,0,0,3,0,0,0,0,3,3,3
"GABRA3",0,0,0,0,3,0,0,0,0,3,3,3
"GABRA5",0,0,0,0,2,0,0,1,0,3,3,3
"GABRA6",1,0,0,0,2,0,0,0,0,3,3,3
"GABRD",0,0,0,0,3,0,0,0,0,3,3,3
"GAD1",0,0,0,0,3,0,0,0,0,3,3,3
"GAK",0,0,0,0,3,0,0,0,0,3,3,3
"GALNT5",0,0,0,0,3,0,0,0,0,3,3,3
"GALNT6",0,0,0,0,3,0,0,0,0,3,3,3
"GAS7",0,0,0,0,3,0,0,0,0,3,3,3
"GATA2",0,0,0,0,3,0,0,0,0,3,3,3
"GATAD2A",0,0,0,0,2,1,0,0,0,3,3,3
"GATM",0,0,0,0,3,0,0,0,0,3,3,3
"GBF1",0,0,0,0,2,0,0,1,0,3,3,3
"GDA",0,0,0,0,3,0,0,0,0,3,3,3
"GDF10",0,0,0,0,3,0,0,0,0,3,3,3
"GFRA1",0,0,0,0,3,0,0,0,0,3,3,3
"GIMAP5",0,1,0,0,2,0,0,0,0,3,3,3
"GIMAP6",0,0,0,0,3,0,0,0,0,3,3,3
"GJA10",0,0,0,0,3,0,0,0,0,3,3,3
"GJB4",0,0,0,0,3,0,0,0,0,3,3,3
"GJB5",0,0,0,0,3,0,0,0,0,3,3,3
"GJC2",0,0,0,0,3,0,0,0,0,3,3,3
"GK2",0,0,0,0,3,0,0,0,0,3,3,3
"GLDN",0,0,0,0,3,0,0,0,0,3,3,3
"GLIS1",0,0,0,0,3,0,0,0,0,3,3,3
"GLP2R",0,0,0,0,3,0,0,0,0,3,3,3
"GLTSCR1L",0,0,0,0,2,1,0,0,0,3,3,3
"GLYATL2",0,0,0,0,2,0,0,1,0,3,3,3
"GNPTAB",0,0,0,0,3,0,0,0,0,3,3,3
"GOLGA2",1,0,0,0,1,1,0,0,0,3,3,3
"GP2",0,0,0,0,2,0,0,1,0,3,3,3
"GPATCH2",0,0,0,0,3,0,0,0,0,3,3,3
"GPATCH8",0,0,0,0,3,0,0,0,0,3,3,3
"GPC5",0,0,0,0,3,0,0,0,0,3,3,3
"GPD2",0,0,0,0,2,1,0,0,0,3,3,3
"GPNMB",0,0,0,0,3,0,0,0,0,3,3,3
"GPR101",0,0,0,0,2,1,0,0,0,3,3,3
"GPR128",0,0,0,0,2,0,0,1,0,3,3,3
"GPR141",0,0,0,0,3,0,0,0,0,3,3,3
"GPR149",1,0,0,0,2,0,0,0,0,3,3,3
"GPR15",0,0,0,0,3,0,0,0,0,3,3,3
"GPR174",0,0,0,0,3,0,0,0,0,3,3,3
"GPR63",0,0,0,0,3,0,0,0,0,3,3,3
"GPR65",0,0,0,0,3,0,0,0,0,3,3,3
"GPR83",0,0,0,0,3,0,0,0,0,3,3,3
"GPRC6A",0,0,0,0,3,0,0,0,0,3,3,3
"GPSM2",0,0,0,0,3,0,0,0,0,3,3,3
"GRHL3",0,0,0,0,3,0,0,0,0,3,3,3
"GRIN2C",0,0,0,0,3,0,0,0,0,3,3,3
"GRM2",0,0,0,0,3,0,0,0,0,3,3,3
"GSDMA",0,0,0,0,3,0,0,0,0,3,3,3
"GTF3C1",1,0,0,0,2,0,0,0,0,3,3,3
"HADHB",0,0,0,0,3,0,0,0,0,3,3,3
"HAND2",0,0,0,0,3,0,0,0,0,3,3,3
"HAX1",0,0,0,0,3,0,0,0,0,3,3,3
"HBG2",0,0,0,0,2,1,0,0,0,3,3,3
"HCN4",0,0,0,0,3,0,0,0,0,3,3,3
"HDC",0,0,0,0,3,0,0,0,0,3,3,3
"HDX",0,0,0,0,2,1,0,0,0,3,3,3
"HEMGN",0,0,0,0,3,0,0,0,0,3,3,3
"HEPACAM",0,0,0,0,2,0,0,0,1,3,3,3
"HEPHL1",0,0,0,0,3,0,0,0,0,3,3,3
"HIPK3",0,0,0,0,3,0,0,0,0,3,3,3
"HIST1H3B",0,0,0,0,2,1,0,0,0,3,3,3
"HIST1H3C",0,0,0,0,3,0,0,0,0,3,3,3
"HNRNPCL1",0,0,0,0,3,0,0,0,0,3,3,3
"HNRNPH2",0,0,0,0,2,1,0,0,0,3,3,3
"HOXB3",0,0,0,0,3,0,0,0,0,3,3,3
"HPS5",0,0,0,0,3,0,0,0,0,3,3,3
"HRH2",0,0,0,0,3,0,0,0,0,3,3,3
"HS3ST2",0,0,0,0,3,0,0,0,0,3,3,3
"HS3ST3A1",0,0,0,0,3,0,0,0,0,3,3,3
"HSD3B2",0,0,0,0,3,0,0,0,0,3,3,3
"HSPA4",0,0,0,0,3,0,0,0,0,3,3,3
"HTR2A",0,0,0,0,3,0,0,0,0,3,3,3
"IDS",0,0,0,0,3,0,0,0,0,3,3,3
"IFNA8",0,1,0,0,2,0,0,0,0,3,3,3
"IGF2BP2",0,0,0,0,3,0,0,0,0,3,3,3
"IGFN1",0,0,0,0,3,0,0,0,0,3,3,3
"IGKV1-16",0,0,0,0,3,0,0,0,0,3,3,3
"IGKV1-5",0,0,0,0,3,0,0,0,0,3,3,3
"IGKV1D-42",0,0,0,0,3,0,0,0,0,3,3,3
"IGKV1D-8",0,0,0,0,3,0,0,0,0,3,3,3
"IGKV2D-24",0,0,0,0,3,0,0,0,0,3,3,3
"IKBKE",0,0,0,0,3,0,0,0,0,3,3,3
"IL13RA2",0,1,0,0,1,0,0,1,0,3,3,3
"IL9R",1,0,0,0,2,0,0,0,0,3,3,3
"IMPG1",0,0,0,0,3,0,0,0,0,3,3,3
"IMPG2",0,0,0,0,3,0,0,0,0,3,3,3
"INCENP",0,0,0,0,3,0,0,0,0,3,3,3
"INF2",1,0,0,0,2,0,0,0,0,3,3,3
"INMT",0,0,0,0,3,0,0,0,0,3,3,3
"INTS1",0,0,0,0,3,0,0,0,0,3,3,3
"INTS5",0,0,0,0,3,0,0,0,0,3,3,3
"IPO13",0,0,0,0,3,0,0,0,0,3,3,3
"IRF2BPL",0,0,0,0,3,0,0,0,0,3,3,3
"IRX2",0,0,0,0,3,0,0,0,0,3,3,3
"ISL1",1,0,0,0,2,0,0,0,0,3,3,3
"ITGA10",0,0,0,0,3,0,0,0,0,3,3,3
"ITGA3",0,1,0,0,2,0,0,0,0,3,3,3
"ITGAD",0,0,0,0,3,0,0,0,0,3,3,3
"ITIH1",0,0,0,0,2,0,0,1,0,3,3,3
"ITSN1",0,0,0,0,3,0,0,0,0,3,3,3
"ITSN2",0,0,0,0,2,1,0,0,0,3,3,3
"JAK1",0,0,0,0,3,0,0,0,0,3,3,3
"KCNA2",0,0,0,0,3,0,0,0,0,3,3,3
"KCNH5",0,0,0,0,2,1,0,0,0,3,3,3
"KCNJ8",0,0,0,0,2,1,0,0,0,3,3,3
"KCNK10",0,0,0,0,3,0,0,0,0,3,3,3
"KCNK13",0,0,0,0,2,0,0,1,0,3,3,3
"KCNK9",0,0,0,0,3,0,0,0,0,3,3,3
"KCNN3",0,0,0,0,3,0,0,0,0,3,3,3
"KDM4B",0,0,0,0,3,0,0,0,0,3,3,3
"KIAA0319L",0,0,0,0,3,0,0,0,0,3,3,3
"KIAA0922",0,0,0,0,2,0,0,1,0,3,3,3
"KIAA1009",0,0,0,0,2,1,0,0,0,3,3,3
"KIAA1024",0,0,0,0,3,0,0,0,0,3,3,3
"KIAA1377",0,0,0,0,3,0,0,0,0,3,3,3
"KIAA1715",0,0,0,0,3,0,0,0,0,3,3,3
"KIAA2018",0,0,0,0,3,0,0,0,0,3,3,3
"KIF15",0,0,0,0,3,0,0,0,0,3,3,3
"KIF16B",0,0,0,0,3,0,0,0,0,3,3,3
"KIF17",0,0,0,0,3,0,0,0,0,3,3,3
"KIF1B",0,0,0,0,3,0,0,0,0,3,3,3
"KIF26A",0,0,0,0,3,0,0,0,0,3,3,3
"KIF6",0,0,0,0,1,2,0,0,0,3,3,3
"KIF7",0,0,0,0,3,0,0,0,0,3,3,3
"KIR2DL3",0,0,0,0,3,0,0,0,0,3,3,3
"KIR2DS4",0,0,0,0,2,1,0,0,0,3,3,3
"KIR3DX1",1,0,0,0,1,0,0,1,0,3,3,3
"KLHL10",0,0,0,0,3,0,0,0,0,3,3,3
"KLHL13",0,0,0,0,3,0,0,0,0,3,3,3
"KLHL18",0,0,0,0,3,0,0,0,0,3,3,3
"KLHL21",0,1,0,0,2,0,0,0,0,3,3,3
"KLK6",0,0,0,0,2,1,0,0,0,3,3,3
"KRT1",0,0,0,0,3,0,0,0,0,3,3,3
"KRT25",0,0,0,0,2,1,0,0,0,3,3,3
"KRT26",0,0,0,0,3,0,0,0,0,3,3,3
"KRT82",0,0,0,0,3,0,0,0,0,3,3,3
"KRT9",0,0,0,0,2,1,0,0,0,3,3,3
"KRTAP15-1",0,0,0,0,3,0,0,0,0,3,3,3
"KRTAP27-1",0,0,0,0,3,0,0,0,0,3,3,3
"KRTAP4-12",0,0,0,0,3,0,0,0,0,3,3,3
"LAMB2",0,0,0,0,3,0,0,0,0,3,3,3
"LARS",0,0,0,0,2,1,0,0,0,3,3,3
"LATS1",0,0,0,0,3,0,0,0,0,3,3,3
"LATS2",0,0,0,0,3,0,0,0,0,3,3,3
"LCE1E",0,0,0,0,3,0,0,0,0,3,3,3
"LCE1F",0,0,0,0,3,0,0,0,0,3,3,3
"LCE2D",0,0,0,0,3,0,0,0,0,3,3,3
"LCE3D",1,0,0,0,2,0,0,0,0,3,3,3
"LCLAT1",0,0,0,0,2,0,0,1,0,3,3,3
"LDHA",0,0,0,0,2,1,0,0,0,3,3,3
"LDLR",0,0,0,0,3,0,0,0,0,3,3,3
"LDLRAD4",0,0,0,0,3,0,0,0,0,3,3,3
"LECT1",0,0,0,0,2,1,0,0,0,3,3,3
"LGI2",0,1,0,0,2,0,0,0,0,3,3,3
"LILRA2",0,0,0,0,3,0,0,0,0,3,3,3
"LILRA6",0,0,0,0,3,0,0,0,0,3,3,3
"LILRB5",0,0,0,0,3,0,0,0,0,3,3,3
"LIM2",1,0,0,0,1,1,0,0,0,3,3,3
"LPAR4",0,0,0,0,3,0,0,0,0,3,3,3
"LRBA",0,0,0,0,3,0,0,0,0,3,3,3
"LRFN2",0,0,1,0,2,0,0,0,0,3,3,3
"LRIT1",0,0,0,0,3,0,0,0,0,3,3,3
"LRRC16A",0,0,0,0,3,0,0,0,0,3,3,3
"LRRC4C",0,0,0,0,3,0,0,0,0,3,3,3
"LRRFIP2",0,0,0,0,3,0,0,0,0,3,3,3
"LRRIQ3",1,1,0,0,1,0,0,0,0,3,3,3
"LSAMP",0,0,0,0,2,0,0,1,0,3,3,3
"MAB21L1",0,0,0,0,3,0,0,0,0,3,3,3
"MACC1",1,0,0,0,2,0,0,0,0,3,3,3
"MAF1",0,0,0,0,3,0,0,0,0,3,3,3
"MAGEB6",1,0,0,0,2,0,0,0,0,3,3,3
"MAGED2",0,0,0,0,3,0,0,0,0,3,3,3
"MALT1",0,0,0,0,1,2,0,0,0,3,3,3
"MAML1",0,0,0,0,3,0,0,0,0,3,3,3
"MAN2C1",0,0,0,0,2,1,0,0,0,3,3,3
"MAP2K7",0,0,0,0,3,0,0,0,0,3,3,3
"MAP3K15",0,0,0,0,3,0,0,0,0,3,3,3
"MAP3K4",0,0,0,0,3,0,0,0,0,3,3,3
"MAP7D2",0,0,0,0,3,0,0,0,0,3,3,3
"MARCH6",0,0,0,0,3,0,0,0,0,3,3,3
"MARK4",1,0,0,0,1,1,0,0,0,3,3,3
"MARS2",0,0,0,0,2,1,0,0,0,3,3,3
"MAT1A",0,0,0,0,3,0,0,0,0,3,3,3
"MBIP",0,0,0,0,3,0,0,0,0,3,3,3
"MC3R",0,0,0,0,3,0,0,0,0,3,3,3
"MCC",0,0,0,0,3,0,0,0,0,3,3,3
"MCM3AP",0,0,0,0,3,0,0,0,0,3,3,3
"MCM4",0,0,0,0,3,0,0,0,0,3,3,3
"MCPH1",0,0,0,0,3,0,0,0,0,3,3,3
"MDC1",0,0,0,0,3,0,0,0,0,3,3,3
"ME2",0,0,0,0,3,0,0,0,0,3,3,3
"MECOM",0,0,0,0,3,0,0,0,0,3,3,3
"MED13",0,0,0,0,2,1,0,0,0,3,3,3
"MEFV",0,0,0,0,3,0,0,0,0,3,3,3
"MEIS2",0,0,0,0,3,0,0,0,0,3,3,3
"METTL14",0,0,0,0,3,0,0,0,0,3,3,3
"METTL17",0,0,0,0,2,0,0,1,0,3,3,3
"MFSD9",0,0,0,0,3,0,0,0,0,3,3,3
"MIB2",0,0,0,0,3,0,0,0,0,3,3,3
"MICAL2",0,0,0,0,3,0,0,0,0,3,3,3
"MICALL1",0,0,0,0,3,0,0,0,0,3,3,3
"MID2",0,0,0,0,2,1,0,0,0,3,3,3
"MIS18BP1",0,0,0,0,3,0,0,0,0,3,3,3
"MISP",0,0,0,0,3,0,0,0,0,3,3,3
"MKS1",0,0,0,0,2,1,0,0,0,3,3,3
"MMAA",0,0,0,0,3,0,0,0,0,3,3,3
"MMP2",0,0,0,0,2,1,0,0,0,3,3,3
"MN1",0,0,0,0,3,0,0,0,0,3,3,3
"MRPL35",0,0,0,0,3,0,0,0,0,3,3,3
"MS4A7",0,0,0,0,3,0,0,0,0,3,3,3
"MSH6",0,0,0,0,3,0,0,0,0,3,3,3
"MSL3",1,0,0,0,2,0,0,0,0,3,3,3
"MSRB2",0,0,0,0,2,1,0,0,0,3,3,3
"MTBP",0,0,0,0,2,1,0,0,0,3,3,3
"MTG2",1,0,0,0,1,1,0,0,0,3,3,3
"MTMR4",0,0,0,0,2,1,0,0,0,3,3,3
"MYBL2",0,0,0,0,3,0,0,0,0,3,3,3
"MYBPC1",0,0,0,0,3,0,0,0,0,3,3,3
"MYBPH",0,0,0,0,3,0,0,0,0,3,3,3
"MYF5",1,0,0,0,2,0,0,0,0,3,3,3
"MYH14",0,0,0,0,3,0,0,0,0,3,3,3
"MYH15",1,0,0,0,2,0,0,0,0,3,3,3
"MYO19",0,0,0,0,3,0,0,0,0,3,3,3
"MYO1G",0,0,0,0,3,0,0,0,0,3,3,3
"MYO1H",0,0,0,0,3,0,0,0,0,3,3,3
"MYO5A",0,0,0,0,2,1,0,0,0,3,3,3
"MYO5C",0,0,0,0,2,1,0,0,0,3,3,3
"MYOC",0,0,0,0,3,0,0,0,0,3,3,3
"MYOCD",0,0,0,0,3,0,0,0,0,3,3,3
"MYOM1",0,0,0,0,2,1,0,0,0,3,3,3
"MYRF",0,0,0,0,3,0,0,0,0,3,3,3
"MYRIP",0,0,0,0,2,1,0,0,0,3,3,3
"N4BP3",0,0,0,0,3,0,0,0,0,3,3,3
"NAA11",0,0,0,0,3,0,0,0,0,3,3,3
"NAA15",0,0,0,0,2,0,0,1,0,3,3,3
"NAALADL2",0,1,0,0,0,2,0,0,0,3,3,3
"NAGK",0,0,0,0,3,0,0,0,0,3,3,3
"NCAPD3",0,0,0,0,3,0,0,0,0,3,3,3
"NCKAP5L",0,0,0,0,3,0,0,0,0,3,3,3
"NCOA6",0,0,0,0,2,1,0,0,0,3,3,3
"NCR1",0,0,0,0,3,0,0,0,0,3,3,3
"NDRG4",2,0,0,0,1,0,0,0,0,3,3,3
"NDUFB11",0,0,0,0,3,0,0,0,0,3,3,3
"NEDD4",0,0,0,0,3,0,0,0,0,3,3,3
"NEUROD4",1,0,0,0,1,1,0,0,0,3,3,3
"NF2",0,1,0,0,1,1,0,0,0,3,3,3
"NGLY1",0,0,0,0,2,1,0,0,0,3,3,3
"NINL",0,0,0,0,3,0,0,0,0,3,3,3
"NIPAL4",1,0,0,0,2,0,0,0,0,3,3,3
"NLGN3",0,0,0,0,3,0,0,0,0,3,3,3
"NLGN4Y",0,0,0,0,3,0,0,0,0,3,3,3
"NLRC4",0,0,0,0,3,0,0,0,0,3,3,3
"NLRP1",1,0,0,0,2,0,0,0,0,3,3,3
"NLRP14",1,0,0,0,2,0,0,0,0,3,3,3
"NMUR1",0,0,0,0,3,0,0,0,0,3,3,3
"NOMO1",0,0,0,0,3,0,0,0,0,3,3,3
"NOP56",1,0,0,0,2,0,0,0,0,3,3,3
"NOTCH2",0,0,0,0,2,1,0,0,0,3,3,3
"NOVA1",0,0,0,0,3,0,0,0,0,3,3,3
"NOX3",0,0,0,0,3,0,0,0,0,3,3,3
"NPAT",0,0,0,0,2,0,0,1,0,3,3,3
"NPFFR2",0,0,0,0,3,0,0,0,0,3,3,3
"NPSR1",0,0,0,0,3,0,0,0,0,3,3,3
"NPTX2",1,0,0,0,2,0,0,0,0,3,3,3
"NPY5R",1,1,0,0,1,0,0,0,0,3,3,3
"NR0B1",0,0,0,0,3,0,0,0,0,3,3,3
"NR1H4",0,0,0,0,3,0,0,0,0,3,3,3
"NR4A2",0,0,0,0,3,0,0,0,0,3,3,3
"NR4A3",1,0,0,0,2,0,0,0,0,3,3,3
"NR5A2",0,1,0,0,2,0,0,0,0,3,3,3
"NRP2",0,0,0,0,3,0,0,0,0,3,3,3
"NRROS",0,0,0,0,2,1,0,0,0,3,3,3
"NSG1",1,0,0,0,1,1,0,0,0,3,3,3
"NSMAF",0,0,0,0,1,0,0,2,0,3,3,3
"NSRP1",0,0,0,0,3,0,0,0,0,3,3,3
"NSUN2",0,0,0,0,3,0,0,0,0,3,3,3
"NSUN5",0,0,0,0,2,1,0,0,0,3,3,3
"NT5C1A",0,0,0,0,3,0,0,0,0,3,3,3
"NT5C1B",0,0,0,0,3,0,0,0,0,3,3,3
"NTF3",0,0,0,0,3,0,0,0,0,3,3,3
"NTHL1",0,0,0,0,3,0,0,0,0,3,3,3
"NTN4",0,0,0,0,2,1,0,0,0,3,3,3
"NTNG2",0,0,0,0,3,0,0,0,0,3,3,3
"NTS",0,0,0,0,3,0,0,0,0,3,3,3
