"Hugo_Symbol","Frame_Shift_Del","Frame_Shift_Ins","In_Frame_Del","In_Frame_Ins","Missense_Mutation","Nonsense_Mutation","Nonstop_Mutation","Splice_Site","Translation_Start_Site","total","MutatedSamples","AlteredSamples"
"DUOX1",0,0,0,0,1,0,0,0,0,1,1,1
"DUOX2",0,0,0,0,1,0,0,0,0,1,1,1
"DUOXA1",0,0,0,0,0,0,0,1,0,1,1,1
"DUOXA2",1,0,0,0,0,0,0,0,0,1,1,1
"DUSP10",1,0,0,0,0,0,0,0,0,1,1,1
"DUSP21",0,0,0,0,1,0,0,0,0,1,1,1
"DUSP22",0,0,0,0,1,0,0,0,0,1,1,1
"DUSP26",0,0,0,0,1,0,0,0,0,1,1,1
"DUSP27",1,0,0,0,0,0,0,0,0,1,1,1
"DUSP9",1,0,0,0,0,0,0,0,0,1,1,1
"DUXA",0,0,0,0,1,0,0,0,0,1,1,1
"DVL1",0,0,0,0,1,0,0,0,0,1,1,1
"DVL3",0,0,0,0,1,0,0,0,0,1,1,1
"DYDC1",1,0,0,0,0,0,0,0,0,1,1,1
"DYDC2",0,0,0,0,0,0,0,1,0,1,1,1
"DYNC2H1",0,0,0,0,1,0,0,0,0,1,1,1
"DYRK4",0,0,0,0,1,0,0,0,0,1,1,1
"DYSF",1,0,0,0,0,0,0,0,0,1,1,1
"DZANK1",1,0,0,0,0,0,0,0,0,1,1,1
"E2F1",0,0,0,0,1,0,0,0,0,1,1,1
"E2F8",0,0,0,0,1,0,0,0,0,1,1,1
"EBF3",1,0,0,0,0,0,0,0,0,1,1,1
"ECEL1",1,0,0,0,0,0,0,0,0,1,1,1
"ECHS1",0,0,0,0,1,0,0,0,0,1,1,1
"ECI2",1,0,0,0,0,0,0,0,0,1,1,1
"ECM1",0,0,0,0,1,0,0,0,0,1,1,1
"EDC3",0,0,0,0,1,0,0,0,0,1,1,1
"EDC4",1,0,0,0,0,0,0,0,0,1,1,1
"EDDM3A",0,0,0,0,1,0,0,0,0,1,1,1
"EDEM2",1,0,0,0,0,0,0,0,0,1,1,1
"EDIL3",1,0,0,0,0,0,0,0,0,1,1,1
"EDNRA",1,0,0,0,0,0,0,0,0,1,1,1
"EEA1",0,0,0,0,1,0,0,0,0,1,1,1
"EED",0,0,0,0,1,0,0,0,0,1,1,1
"EEF1D",0,0,0,0,1,0,0,0,0,1,1,1
"EEF2K",0,0,0,0,0,1,0,0,0,1,1,1
"EFCAB12",0,0,0,0,1,0,0,0,0,1,1,1
"EFCAB14",0,0,0,0,1,0,0,0,0,1,1,1
"EFCAB2",1,0,0,0,0,0,0,0,0,1,1,1
"EFCAB6",0,0,0,0,1,0,0,0,0,1,1,1
"EFCAB7",0,0,0,0,0,1,0,0,0,1,1,1
"EFHB",0,0,0,0,1,0,0,0,0,1,1,1
"EFNA1",0,0,0,0,1,0,0,0,0,1,1,1
"EFNA5",0,0,0,0,1,0,0,0,0,1,1,1
"EFNB3",0,0,0,0,1,0,0,0,0,1,1,1
"EFR3B",0,0,0,0,1,0,0,0,0,1,1,1
"EGFL6",0,0,0,0,1,0,0,0,0,1,1,1
"EGFL7",0,0,0,0,1,0,0,0,0,1,1,1
"EGFLAM",0,0,0,0,0,0,0,1,0,1,1,1
"EGLN1",0,0,0,0,1,0,0,0,0,1,1,1
"EHF",0,0,0,0,1,0,0,0,0,1,1,1
"EHHADH",0,0,0,0,1,0,0,0,0,1,1,1
"EHMT1",0,0,0,0,1,0,0,0,0,1,1,1
"EIF1AD",0,0,0,0,1,0,0,0,0,1,1,1
"EIF2AK1",0,0,0,0,1,0,0,0,0,1,1,1
"EIF2B2",0,0,0,0,1,0,0,0,0,1,1,1
"EIF2B4",0,0,0,0,1,0,0,0,0,1,1,1
"EIF2S3",1,0,0,0,0,0,0,0,0,1,1,1
"EIF3B",0,0,0,0,1,0,0,0,0,1,1,1
"EIF3CL",0,0,0,0,0,0,0,1,0,1,1,1
"EIF3F",0,0,0,0,0,1,0,0,0,1,1,1
"EIF3J",0,0,0,0,1,0,0,0,0,1,1,1
"EIF3K",1,0,0,0,0,0,0,0,0,1,1,1
"EIF3M",1,0,0,0,0,0,0,0,0,1,1,1
"EIF4A1",1,0,0,0,0,0,0,0,0,1,1,1
"EIF4E",1,0,0,0,0,0,0,0,0,1,1,1
"EIF4G1",0,0,0,0,1,0,0,0,0,1,1,1
"EIF4G2",0,1,0,0,0,0,0,0,0,1,1,1
"ELF3",1,0,0,0,0,0,0,0,0,1,1,1
"ELFN1",0,0,0,0,1,0,0,0,0,1,1,1
"ELFN2",1,0,0,0,0,0,0,0,0,1,1,1
"ELMO1",0,0,0,0,0,1,0,0,0,1,1,1
"ELMO2",0,0,0,0,0,0,0,1,0,1,1,1
"ELMOD3",0,0,0,0,0,0,0,1,0,1,1,1
"ELN",1,0,0,0,0,0,0,0,0,1,1,1
"ELOF1",1,0,0,0,0,0,0,0,0,1,1,1
"ELOVL4",0,0,0,0,1,0,0,0,0,1,1,1
"EMC1",0,0,0,0,1,0,0,0,0,1,1,1
"EMCN",0,0,0,0,0,1,0,0,0,1,1,1
"EMID1",1,0,0,0,0,0,0,0,0,1,1,1
"EMILIN2",0,0,0,0,1,0,0,0,0,1,1,1
"EML1",1,0,0,0,0,0,0,0,0,1,1,1
"EMR1",0,0,0,0,1,0,0,0,0,1,1,1
"EMR3",0,0,0,0,1,0,0,0,0,1,1,1
"ENC1",0,0,0,0,1,0,0,0,0,1,1,1
"ENG",0,0,0,0,1,0,0,0,0,1,1,1
"ENO1",0,0,0,0,1,0,0,0,0,1,1,1
"ENOPH1",0,0,0,0,1,0,0,0,0,1,1,1
"ENOSF1",0,0,0,0,1,0,0,0,0,1,1,1
"ENOX1",0,0,0,0,1,0,0,0,0,1,1,1
"ENPEP",0,0,0,0,1,0,0,0,0,1,1,1
"ENPP3",0,0,0,0,1,0,0,0,0,1,1,1
"ENPP6",1,0,0,0,0,0,0,0,0,1,1,1
"ENPP7",0,0,0,0,1,0,0,0,0,1,1,1
"ENTPD2",0,0,0,0,1,0,0,0,0,1,1,1
"ENTPD7",0,0,0,0,1,0,0,0,0,1,1,1
"EOMES",1,0,0,0,0,0,0,0,0,1,1,1
"EP400NL",0,0,0,0,1,0,0,0,0,1,1,1
"EPB41",1,0,0,0,0,0,0,0,0,1,1,1
"EPB41L1",0,0,0,0,1,0,0,0,0,1,1,1
"EPB41L3",0,0,0,0,1,0,0,0,0,1,1,1
"EPB41L4B",1,0,0,0,0,0,0,0,0,1,1,1
"EPHA3",0,0,0,0,1,0,0,0,0,1,1,1
"EPHB1",1,0,0,0,0,0,0,0,0,1,1,1
"EPHB6",0,0,0,0,1,0,0,0,0,1,1,1
"EPHX3",0,0,0,0,1,0,0,0,0,1,1,1
"EPHX4",0,0,0,0,0,0,0,1,0,1,1,1
"EPM2AIP1",1,0,0,0,0,0,0,0,0,1,1,1
"EPN1",0,0,0,0,1,0,0,0,0,1,1,1
"EPPK1",0,0,0,0,1,0,0,0,0,1,1,1
"EPS15",1,0,0,0,0,0,0,0,0,1,1,1
"EPS8",1,0,0,0,0,0,0,0,0,1,1,1
"EPYC",0,0,0,0,1,0,0,0,0,1,1,1
"ERAP1",1,0,0,0,0,0,0,0,0,1,1,1
"ERAP2",0,0,0,0,1,0,0,0,0,1,1,1
"ERBB2IP",0,0,0,0,1,0,0,0,0,1,1,1
"ERBB4",0,0,0,0,1,0,0,0,0,1,1,1
"ERC2",0,0,0,0,1,0,0,0,0,1,1,1
"ERCC6",0,0,0,0,1,0,0,0,0,1,1,1
"ERCC6-PGBD3",0,0,0,0,1,0,0,0,0,1,1,1
"ERCC6L",0,0,0,0,1,0,0,0,0,1,1,1
"ERCC6L2",1,0,0,0,0,0,0,0,0,1,1,1
"ERG",1,0,0,0,0,0,0,0,0,1,1,1
"ERMN",0,0,0,0,1,0,0,0,0,1,1,1
"ERMP1",0,0,0,0,0,0,0,1,0,1,1,1
"ERN1",1,0,0,0,0,0,0,0,0,1,1,1
"ERO1LB",0,0,0,0,1,0,0,0,0,1,1,1
"ERVFRD-1",0,0,0,0,1,0,0,0,0,1,1,1
"ERVMER34-1",0,0,0,0,1,0,0,0,0,1,1,1
"ESRRB",0,0,0,0,1,0,0,0,0,1,1,1
"ESRRG",0,0,0,0,1,0,0,0,0,1,1,1
"ESX1",0,0,0,0,1,0,0,0,0,1,1,1
"ESYT1",1,0,0,0,0,0,0,0,0,1,1,1
"ETAA1",1,0,0,0,0,0,0,0,0,1,1,1
"ETFB",0,0,0,0,1,0,0,0,0,1,1,1
"ETNPPL",0,0,0,0,1,0,0,0,0,1,1,1
"EVC",0,0,0,0,1,0,0,0,0,1,1,1
"EVPL",0,0,0,0,1,0,0,0,0,1,1,1
"EVX1",1,0,0,0,0,0,0,0,0,1,1,1
"EWSR1",0,0,0,0,0,1,0,0,0,1,1,1
"EXD2",1,0,0,0,0,0,0,0,0,1,1,1
"EXO1",0,0,0,0,1,0,0,0,0,1,1,1
"EXOC5",0,0,0,0,1,0,0,0,0,1,1,1
"EXOG",0,0,0,0,0,1,0,0,0,1,1,1
"EXT1",0,0,0,0,1,0,0,0,0,1,1,1
"EXTL2",1,0,0,0,0,0,0,0,0,1,1,1
"EXTL3",0,0,0,0,1,0,0,0,0,1,1,1
"EYA1",0,0,0,0,1,0,0,0,0,1,1,1
"EZH1",1,0,0,0,0,0,0,0,0,1,1,1
"F2R",0,0,0,0,1,0,0,0,0,1,1,1
"F2RL1",1,0,0,0,0,0,0,0,0,1,1,1
"FAAH",0,0,0,0,1,0,0,0,0,1,1,1
"FABP3",1,0,0,0,0,0,0,0,0,1,1,1
"FABP4",1,0,0,0,0,0,0,0,0,1,1,1
"FADS2",0,0,0,0,1,0,0,0,0,1,1,1
"FAHD2A",0,0,0,0,1,0,0,0,0,1,1,1
"FAM102B",0,0,0,0,1,0,0,0,0,1,1,1
"FAM111A",0,0,0,0,1,0,0,0,0,1,1,1
"FAM114A1",0,0,0,0,1,0,0,0,0,1,1,1
"FAM114A2",0,0,0,0,1,0,0,0,0,1,1,1
"FAM120A",1,0,0,0,0,0,0,0,0,1,1,1
"FAM124A",0,0,0,0,1,0,0,0,0,1,1,1
"FAM124B",0,0,0,0,1,0,0,0,0,1,1,1
"FAM131A",0,0,0,0,1,0,0,0,0,1,1,1
"FAM131B",0,0,0,0,1,0,0,0,0,1,1,1
"FAM134C",1,0,0,0,0,0,0,0,0,1,1,1
"FAM135A",0,0,0,0,1,0,0,0,0,1,1,1
"FAM13B",0,0,0,0,1,0,0,0,0,1,1,1
"FAM150B",0,0,0,0,1,0,0,0,0,1,1,1
"FAM153C",0,0,0,0,1,0,0,0,0,1,1,1
"FAM155A",0,0,0,0,1,0,0,0,0,1,1,1
"FAM155B",1,0,0,0,0,0,0,0,0,1,1,1
"FAM160A2",0,0,0,0,1,0,0,0,0,1,1,1
"FAM160B1",0,0,0,0,1,0,0,0,0,1,1,1
"FAM160B2",1,0,0,0,0,0,0,0,0,1,1,1
"FAM171A1",0,0,0,0,1,0,0,0,0,1,1,1
"FAM175B",1,0,0,0,0,0,0,0,0,1,1,1
"FAM183B",0,0,0,0,0,1,0,0,0,1,1,1
"FAM187B",0,0,0,0,1,0,0,0,0,1,1,1
"FAM189A2",0,0,0,0,1,0,0,0,0,1,1,1
"FAM189B",0,0,0,0,1,0,0,0,0,1,1,1
"FAM193A",0,0,0,0,1,0,0,0,0,1,1,1
"FAM194A",0,0,0,0,1,0,0,0,0,1,1,1
"FAM195A",1,0,0,0,0,0,0,0,0,1,1,1
"FAM196A",0,0,0,0,1,0,0,0,0,1,1,1
"FAM199X",0,0,0,0,1,0,0,0,0,1,1,1
"FAM19A4",0,0,0,0,1,0,0,0,0,1,1,1
"FAM19A5",0,0,0,0,1,0,0,0,0,1,1,1
"FAM212A",0,0,0,0,1,0,0,0,0,1,1,1
"FAM212B",0,0,0,0,1,0,0,0,0,1,1,1
"FAM214A",1,0,0,0,0,0,0,0,0,1,1,1
"FAM217B",0,0,0,0,1,0,0,0,0,1,1,1
"FAM218A",0,0,0,0,1,0,0,0,0,1,1,1
"FAM221A",1,0,0,0,0,0,0,0,0,1,1,1
"FAM222B",0,0,0,0,1,0,0,0,0,1,1,1
"FAM227A",0,0,0,0,1,0,0,0,0,1,1,1
"FAM35A",0,0,0,0,1,0,0,0,0,1,1,1
"FAM46B",0,0,0,0,1,0,0,0,0,1,1,1
"FAM57A",1,0,0,0,0,0,0,0,0,1,1,1
"FAM64A",1,0,0,0,0,0,0,0,0,1,1,1
"FAM65C",0,0,0,0,1,0,0,0,0,1,1,1
"FAM69C",0,0,0,0,1,0,0,0,0,1,1,1
"FAM71B",0,0,0,0,1,0,0,0,0,1,1,1
"FAM71D",0,0,0,0,1,0,0,0,0,1,1,1
"FAM76B",0,0,0,0,1,0,0,0,0,1,1,1
"FAM81A",0,0,0,0,1,0,0,0,0,1,1,1
"FAM83A",0,0,0,0,1,0,0,0,0,1,1,1
"FAM83B",0,0,0,0,1,0,0,0,0,1,1,1
"FAM83D",1,0,0,0,0,0,0,0,0,1,1,1
"FAM83G",0,0,0,0,1,0,0,0,0,1,1,1
"FAM86B2",0,0,0,0,1,0,0,0,0,1,1,1
"FAM96A",0,0,0,0,1,0,0,0,0,1,1,1
"FAM96B",0,0,0,0,1,0,0,0,0,1,1,1
"FAM9A",0,0,0,0,1,0,0,0,0,1,1,1
"FAM9B",0,0,0,0,1,0,0,0,0,1,1,1
"FANCD2",0,0,0,0,1,0,0,0,0,1,1,1
"FANCD2OS",0,0,0,0,1,0,0,0,0,1,1,1
"FANCM",0,0,0,0,0,1,0,0,0,1,1,1
"FANK1",0,0,0,0,1,0,0,0,0,1,1,1
"FAP",0,0,0,0,0,0,0,1,0,1,1,1
"FAR2",0,0,0,0,1,0,0,0,0,1,1,1
"FARP1",1,0,0,0,0,0,0,0,0,1,1,1
"FARP2",0,0,0,0,1,0,0,0,0,1,1,1
"FARSA",1,0,0,0,0,0,0,0,0,1,1,1
"FARSB",0,0,0,0,0,0,0,1,0,1,1,1
"FASTKD5",0,0,0,0,1,0,0,0,0,1,1,1
"FBLIM1",0,0,0,0,1,0,0,0,0,1,1,1
"FBLN5",0,0,0,0,1,0,0,0,0,1,1,1
"FBLN7",0,0,0,0,1,0,0,0,0,1,1,1
"FBP2",1,0,0,0,0,0,0,0,0,1,1,1
"FBRS",1,0,0,0,0,0,0,0,0,1,1,1
"FBXL12",0,0,0,0,1,0,0,0,0,1,1,1
"FBXL13",0,0,0,0,1,0,0,0,0,1,1,1
"FBXL19",0,0,0,0,1,0,0,0,0,1,1,1
"FBXL2",0,0,0,0,1,0,0,0,0,1,1,1
"FBXL20",0,0,0,0,0,1,0,0,0,1,1,1
"FBXL3",0,0,0,0,1,0,0,0,0,1,1,1
"FBXL5",0,0,0,0,1,0,0,0,0,1,1,1
"FBXL7",0,0,0,0,1,0,0,0,0,1,1,1
"FBXO11",1,0,0,0,0,0,0,0,0,1,1,1
"FBXO24",0,0,0,0,1,0,0,0,0,1,1,1
"FBXO25",1,0,0,0,0,0,0,0,0,1,1,1
"FBXO27",1,0,0,0,0,0,0,0,0,1,1,1
"FBXO34",0,0,0,0,1,0,0,0,0,1,1,1
"FBXO39",0,0,0,0,1,0,0,0,0,1,1,1
"FBXO40",1,0,0,0,0,0,0,0,0,1,1,1
"FBXO41",1,0,0,0,0,0,0,0,0,1,1,1
"FBXO48",1,0,0,0,0,0,0,0,0,1,1,1
"FBXO7",0,0,0,0,1,0,0,0,0,1,1,1
"FBXW4",1,0,0,0,0,0,0,0,0,1,1,1
"FBXW8",0,0,0,0,1,0,0,0,0,1,1,1
"FCGR2A",1,0,0,0,0,0,0,0,0,1,1,1
"FCGR3A",1,0,0,0,0,0,0,0,0,1,1,1
"FCRL6",1,0,0,0,0,0,0,0,0,1,1,1
"FER",0,0,0,0,1,0,0,0,0,1,1,1
"FERD3L",0,0,0,0,1,0,0,0,0,1,1,1
"FEZF1",1,0,0,0,0,0,0,0,0,1,1,1
"FEZF2",1,0,0,0,0,0,0,0,0,1,1,1
"FFAR3",1,0,0,0,0,0,0,0,0,1,1,1
"FGD1",1,0,0,0,0,0,0,0,0,1,1,1
"FGD2",0,0,0,0,1,0,0,0,0,1,1,1
"FGD6",0,0,0,0,1,0,0,0,0,1,1,1
"FGF16",1,0,0,0,0,0,0,0,0,1,1,1
"FGF23",0,0,0,0,1,0,0,0,0,1,1,1
"FGFR1OP2",1,0,0,0,0,0,0,0,0,1,1,1
"FGFR4",0,0,0,0,0,1,0,0,0,1,1,1
"FGL2",0,0,0,0,1,0,0,0,0,1,1,1
"FHAD1",0,0,0,0,1,0,0,0,0,1,1,1
"FHL1",0,0,0,0,0,0,0,1,0,1,1,1
"FHL3",1,0,0,0,0,0,0,0,0,1,1,1
"FIG4",0,0,0,0,0,0,0,1,0,1,1,1
"FILIP1",1,0,0,0,0,0,0,0,0,1,1,1
"FKBP15",1,0,0,0,0,0,0,0,0,1,1,1
"FKBP2",1,0,0,0,0,0,0,0,0,1,1,1
"FKBP6",0,0,0,0,1,0,0,0,0,1,1,1
"FKBP9",1,0,0,0,0,0,0,0,0,1,1,1
"FLII",0,0,0,0,0,0,0,1,0,1,1,1
"FLNA",0,0,0,0,1,0,0,0,0,1,1,1
"FLNC",0,0,0,0,1,0,0,0,0,1,1,1
"FLRT2",0,0,0,0,1,0,0,0,0,1,1,1
"FLRT3",0,0,0,0,0,1,0,0,0,1,1,1
"FLT1",0,0,0,0,1,0,0,0,0,1,1,1
"FLVCR1",0,0,0,0,1,0,0,0,0,1,1,1
"FLYWCH1",0,0,0,0,1,0,0,0,0,1,1,1
"FMNL1",0,0,0,0,1,0,0,0,0,1,1,1
"FMNL3",0,0,0,0,1,0,0,0,0,1,1,1
"FMO2",0,0,0,0,1,0,0,0,0,1,1,1
"FMO5",1,0,0,0,0,0,0,0,0,1,1,1
"FN1",0,0,0,0,1,0,0,0,0,1,1,1
"FNBP1",1,0,0,0,0,0,0,0,0,1,1,1
"FNBP4",1,0,0,0,0,0,0,0,0,1,1,1
"FNDC1",0,0,0,0,1,0,0,0,0,1,1,1
"FNDC3B",1,0,0,0,0,0,0,0,0,1,1,1
"FNDC8",1,0,0,0,0,0,0,0,0,1,1,1
"FOXJ2",0,0,0,0,1,0,0,0,0,1,1,1
"FOXM1",1,0,0,0,0,0,0,0,0,1,1,1
"FOXN1",0,0,0,0,1,0,0,0,0,1,1,1
"FOXN3",0,0,0,0,1,0,0,0,0,1,1,1
"FOXP2",0,0,0,0,1,0,0,0,0,1,1,1
"FPGT-TNNI3K",0,0,0,0,1,0,0,0,0,1,1,1
"FRA10AC1",1,0,0,0,0,0,0,0,0,1,1,1
"FRG2",1,0,0,0,0,0,0,0,0,1,1,1
"FRMD4A",0,0,0,0,0,1,0,0,0,1,1,1
"FRMD4B",0,0,0,0,1,0,0,0,0,1,1,1
"FRMD5",0,0,0,0,1,0,0,0,0,1,1,1
"FRMD6",0,0,0,0,1,0,0,0,0,1,1,1
"FRMD7",1,0,0,0,0,0,0,0,0,1,1,1
"FRMD8",0,0,0,0,1,0,0,0,0,1,1,1
"FRMPD2",0,0,0,0,1,0,0,0,0,1,1,1
"FRMPD3",0,0,0,0,1,0,0,0,0,1,1,1
"FRS2",0,0,0,0,1,0,0,0,0,1,1,1
"FRS3",0,0,0,0,1,0,0,0,0,1,1,1
"FRY",0,0,0,0,1,0,0,0,0,1,1,1
"FSD2",0,0,1,0,0,0,0,0,0,1,1,1
"FSTL4",0,0,0,0,1,0,0,0,0,1,1,1
"FTL",0,0,0,0,1,0,0,0,0,1,1,1
"FTSJ1",1,0,0,0,0,0,0,0,0,1,1,1
"FUK",1,0,0,0,0,0,0,0,0,1,1,1
"FUS",1,0,0,0,0,0,0,0,0,1,1,1
"FXYD3",0,0,0,0,0,0,1,0,0,1,1,1
"FXYD5",0,0,0,0,1,0,0,0,0,1,1,1
"FYCO1",0,0,0,0,0,0,0,1,0,1,1,1
"FZD6",0,0,0,0,1,0,0,0,0,1,1,1
"G2E3",0,0,0,0,1,0,0,0,0,1,1,1
"G6PC2",1,0,0,0,0,0,0,0,0,1,1,1
"G6PD",0,0,0,0,1,0,0,0,0,1,1,1
"GAB3",0,0,0,0,0,1,0,0,0,1,1,1
"GABARAP",0,0,0,0,1,0,0,0,0,1,1,1
"GABRA5",0,0,0,0,1,0,0,0,0,1,1,1
"GABRE",0,0,0,0,1,0,0,0,0,1,1,1
"GABRG1",0,0,0,0,1,0,0,0,0,1,1,1
"GABRG2",1,0,0,0,0,0,0,0,0,1,1,1
"GABRR1",1,0,0,0,0,0,0,0,0,1,1,1
"GAD2",0,0,0,0,1,0,0,0,0,1,1,1
"GAK",1,0,0,0,0,0,0,0,0,1,1,1
"GALNT11",0,0,0,0,1,0,0,0,0,1,1,1
"GALNT13",0,0,0,0,1,0,0,0,0,1,1,1
"GALNT7",1,0,0,0,0,0,0,0,0,1,1,1
"GALNTL6",0,0,1,0,0,0,0,0,0,1,1,1
"GANAB",1,0,0,0,0,0,0,0,0,1,1,1
"GAREML",0,0,0,0,1,0,0,0,0,1,1,1
"GAS7",1,0,0,0,0,0,0,0,0,1,1,1
"GAS8",0,0,0,0,1,0,0,0,0,1,1,1
"GATAD2B",1,0,0,0,0,0,0,0,0,1,1,1
"GBA2",1,0,0,0,0,0,0,0,0,1,1,1
"GBA3",0,0,0,0,1,0,0,0,0,1,1,1
"GBGT1",0,0,0,0,1,0,0,0,0,1,1,1
"GBP2",1,0,0,0,0,0,0,0,0,1,1,1
"GCAT",0,0,0,0,1,0,0,0,0,1,1,1
"GCC1",1,0,0,0,0,0,0,0,0,1,1,1
"GCLM",0,0,0,0,0,1,0,0,0,1,1,1
"GCM1",1,0,0,0,0,0,0,0,0,1,1,1
"GDAP2",0,0,0,0,1,0,0,0,0,1,1,1
"GDE1",0,0,0,0,1,0,0,0,0,1,1,1
"GDPD1",0,0,0,0,1,0,0,0,0,1,1,1
"GDPGP1",0,0,0,0,1,0,0,0,0,1,1,1
"GEMIN6",0,0,0,0,1,0,0,0,0,1,1,1
"GEMIN8",0,0,0,0,1,0,0,0,0,1,1,1
"GET4",1,0,0,0,0,0,0,0,0,1,1,1
"GFAP",0,0,0,0,1,0,0,0,0,1,1,1
"GFI1",0,0,0,0,1,0,0,0,0,1,1,1
"GFM2",1,0,0,0,0,0,0,0,0,1,1,1
"GGA3",1,0,0,0,0,0,0,0,0,1,1,1
"GGCT",0,0,0,0,1,0,0,0,0,1,1,1
"GGT1",0,0,0,0,1,0,0,0,0,1,1,1
"GGT7",0,0,0,0,1,0,0,0,0,1,1,1
"GH2",0,0,0,0,1,0,0,0,0,1,1,1
"GHR",1,0,0,0,0,0,0,0,0,1,1,1
"GIF",0,0,0,0,1,0,0,0,0,1,1,1
"GIMAP4",0,0,0,0,1,0,0,0,0,1,1,1
"GIMAP5",0,0,0,0,1,0,0,0,0,1,1,1
"GIMAP8",0,0,0,0,1,0,0,0,0,1,1,1
"GINS3",1,0,0,0,0,0,0,0,0,1,1,1
"GIP",1,0,0,0,0,0,0,0,0,1,1,1
"GIPC2",1,0,0,0,0,0,0,0,0,1,1,1
"GIT1",1,0,0,0,0,0,0,0,0,1,1,1
"GIT2",1,0,0,0,0,0,0,0,0,1,1,1
"GJA10",0,0,0,0,1,0,0,0,0,1,1,1
"GJA9",0,0,0,0,1,0,0,0,0,1,1,1
"GJC1",0,0,0,0,1,0,0,0,0,1,1,1
"GJD2",0,0,0,0,1,0,0,0,0,1,1,1
"GJD3",0,0,0,0,0,1,0,0,0,1,1,1
"GK5",1,0,0,0,0,0,0,0,0,1,1,1
"GLB1",1,0,0,0,0,0,0,0,0,1,1,1
"GLB1L",0,0,0,0,1,0,0,0,0,1,1,1
"GLB1L2",0,0,0,0,1,0,0,0,0,1,1,1
"GLB1L3",0,0,0,0,1,0,0,0,0,1,1,1
"GLDC",0,0,0,0,1,0,0,0,0,1,1,1
"GLDN",1,0,0,0,0,0,0,0,0,1,1,1
"GLIPR1",0,0,0,0,1,0,0,0,0,1,1,1
"GLIPR2",1,0,0,0,0,0,0,0,0,1,1,1
"GLIS3",0,0,0,0,1,0,0,0,0,1,1,1
"GLRA1",1,0,0,0,0,0,0,0,0,1,1,1
"GLRX3",0,0,0,0,1,0,0,0,0,1,1,1
"GLT8D1",1,0,0,0,0,0,0,0,0,1,1,1
"GLTPD2",0,0,0,0,1,0,0,0,0,1,1,1
"GLTSCR1L",0,1,0,0,0,0,0,0,0,1,1,1
"GLYR1",0,0,0,0,1,0,0,0,0,1,1,1
"GMDS",1,0,0,0,0,0,0,0,0,1,1,1
"GMPPB",1,0,0,0,0,0,0,0,0,1,1,1
"GMPR2",0,0,0,0,1,0,0,0,0,1,1,1
"GNA15",1,0,0,0,0,0,0,0,0,1,1,1
"GNAI2",1,0,0,0,0,0,0,0,0,1,1,1
"GNAI3",0,0,0,0,1,0,0,0,0,1,1,1
"GNAQ",0,0,0,0,1,0,0,0,0,1,1,1
"GNAT2",0,0,0,0,0,1,0,0,0,1,1,1
"GNB2",0,0,0,0,1,0,0,0,0,1,1,1
"GNB3",0,0,0,0,0,1,0,0,0,1,1,1
"GNB5",1,0,0,0,0,0,0,0,0,1,1,1
"GNG12",1,0,0,0,0,0,0,0,0,1,1,1
"GNPTAB",0,0,0,0,1,0,0,0,0,1,1,1
"GOLGA5",1,0,0,0,0,0,0,0,0,1,1,1
"GOLGB1",0,0,0,0,1,0,0,0,0,1,1,1
"GOLIM4",1,0,0,0,0,0,0,0,0,1,1,1
"GOLT1A",1,0,0,0,0,0,0,0,0,1,1,1
"GORAB",0,0,0,0,1,0,0,0,0,1,1,1
"GORASP2",1,0,0,0,0,0,0,0,0,1,1,1
"GP2",1,0,0,0,0,0,0,0,0,1,1,1
"GPATCH1",1,0,0,0,0,0,0,0,0,1,1,1
"GPATCH2",0,0,0,0,1,0,0,0,0,1,1,1
"GPATCH4",0,0,0,0,1,0,0,0,0,1,1,1
"GPC2",0,0,0,0,1,0,0,0,0,1,1,1
"GPD1",1,0,0,0,0,0,0,0,0,1,1,1
"GPHN",0,0,0,0,1,0,0,0,0,1,1,1
"GPKOW",1,0,0,0,0,0,0,0,0,1,1,1
"GPLD1",0,0,0,0,1,0,0,0,0,1,1,1
"GPNMB",0,0,0,0,0,0,0,1,0,1,1,1
"GPR1",0,0,0,0,1,0,0,0,0,1,1,1
"GPR101",0,0,0,0,1,0,0,0,0,1,1,1
"GPR108",0,0,0,0,1,0,0,0,0,1,1,1
"GPR123",0,0,0,0,1,0,0,0,0,1,1,1
"GPR128",0,0,0,0,1,0,0,0,0,1,1,1
"GPR137C",1,0,0,0,0,0,0,0,0,1,1,1
"GPR156",0,0,0,0,1,0,0,0,0,1,1,1
"GPR161",0,0,0,0,1,0,0,0,0,1,1,1
"GPR17",0,0,0,0,1,0,0,0,0,1,1,1
"GPR171",1,0,0,0,0,0,0,0,0,1,1,1
"GPR182",1,0,0,0,0,0,0,0,0,1,1,1
"GPR3",0,0,0,0,1,0,0,0,0,1,1,1
"GPR32",0,0,0,0,1,0,0,0,0,1,1,1
"GPR37L1",1,0,0,0,0,0,0,0,0,1,1,1
"GPR39",0,0,0,0,1,0,0,0,0,1,1,1
"GPR6",0,0,0,0,1,0,0,0,0,1,1,1
"GPR63",0,0,0,0,1,0,0,0,0,1,1,1
"GPR83",0,0,0,0,1,0,0,0,0,1,1,1
"GPR87",1,0,0,0,0,0,0,0,0,1,1,1
"GPR97",0,0,0,0,1,0,0,0,0,1,1,1
"GPRASP1",0,0,0,0,1,0,0,0,0,1,1,1
"GPRC6A",0,0,0,0,1,0,0,0,0,1,1,1
